belongs_to_collection,genres,original_language,popularity,production_companies,release_date,runtime,status,title,vote_average,return
-1,2045,17,4,6316,11,1,4,A Christmas Carol,3,0.0
-1,669,17,4,20937,11,1,4,Cloak & Dagger,2,0.0
-1,1599,17,3,-1,11,2,4,Comfort and Joy,2,0.0
-1,2360,24,1,12590,11,2,4,Dangerous Moves,2,0.0
-1,3053,17,3,21309,11,1,4,Electric Dreams,2,0.0
1161,882,17,4,11545,11,1,4,The Ewok Adventure,1,0.0
-1,1900,17,3,22357,11,1,4,The Hit,2,0.0
-1,557,17,3,9932,11,1,4,The Ice Pirates,1,0.0
-1,1398,17,3,10715,11,2,4,Irreconcilable Differences,0,0.0
-1,-1,17,0,-1,11,0,4,The Last Polka,0,0.0
-1,2000,17,2,-1,11,0,4,Next of Kin,1,0.0
-1,2277,24,3,11054,11,1,4,Full Moon in Paris,3,0.0
-1,2277,17,4,14691,11,2,4,Racing with the Moon,1,0.67
1116,3871,17,3,19700,11,0,4,"Silent Night, Deadly Night",1,0.0
-1,1845,17,3,20216,11,1,4,The Times of Harvey Milk,3,0.0
-1,330,11,2,-1,11,1,4,Drunken Tai Chi,2,0.0
-1,2000,19,3,10254,11,1,4,What Have I Done to Deserve This?,3,0.0
86,2060,17,4,18317,11,2,4,Anne of Green Gables,3,0.0
104,1267,24,4,5219,11,0,4,Asterix vs. Caesar,2,0.0
129,905,17,2,16548,11,0,4,Barbarian Queen,0,0.0
-1,1599,17,0,-1,11,0,4,Beer,1,0.0
-1,1398,17,1,13502,11,2,4,Bliss,1,0.19
-1,1547,17,3,-1,11,2,5,Creator,2,0.0
-1,2384,17,3,16642,11,2,4,Death of a Salesman,1,0.0
319,3032,24,4,5064,11,0,4,Demons,2,0.0
1161,1023,17,4,11558,11,1,4,Ewoks: The Battle for Endor,1,0.0
-1,1398,17,3,17531,11,2,4,Heaven Help Us,3,0.0
854,295,11,3,19463,11,1,4,Mr. Vampire,1,0.0
978,368,11,4,8392,11,1,4,Police Story,3,0.0
-1,2384,17,4,11543,11,2,4,Mishima: A Life in Four Chapters,3,0.1
-1,330,17,2,5004,11,1,4,9 Deaths of the Ninja,2,0.0
-1,1165,74,1,16918,11,0,4,Peter-No-Tail in Americat,1,0.0
-1,2296,17,4,4003,11,1,4,The Quiet Earth,2,0.0
-1,1261,17,4,21667,11,1,4,Spies Like Us,1,0.0
-1,2906,17,4,13529,11,1,4,The Stuff,1,0.0
-1,1919,17,3,2974,11,2,4,Target,2,0.0
-1,2376,17,1,1279,11,2,4,The Unknown Soldier,2,0.0
-1,2277,17,4,19003,11,2,4,Vision Quest,2,0.0
-1,2360,17,3,4664,11,2,4,White Nights,2,0.0
-1,2384,17,3,14271,11,2,4,’Round Midnight,2,0.0
104,2406,24,4,8046,11,0,4,Asterix in Britain,2,0.0
-1,1599,17,4,20730,11,2,4,The Best of Times,1,0.0
-1,1398,17,3,21816,11,1,4,Club Paradise,0,0.82
-1,423,17,2,13500,11,0,4,Dead End Drive-In,2,0.0
453,1599,24,4,7272,11,2,4,Flodder,2,0.0
-1,3303,34,2,12442,11,2,4,Ginger and Fred,2,0.0
-1,1398,17,0,-1,11,2,4,Nobody's Fool,1,0.0
-1,2384,74,3,1301,11,2,4,The Sacrifice,3,0.0
-1,3564,17,3,-1,11,1,4,The Park is Mine,0,0.0
-1,1845,17,0,-1,11,2,4,Sherman's March,2,0.0
-1,3561,17,2,2829,11,1,4,Solarbabies,1,0.06
21,350,11,4,3924,11,1,4,A Better Tomorrow,3,0.0
-1,306,11,3,8391,11,1,4,Dragons Forever,3,0.0
-1,1040,17,3,18374,11,1,4,G.I. Joe: The Movie,2,0.0
1327,292,17,4,13541,11,0,4,Hell Comes to Frogtown,1,0.0
702,2384,22,3,10271,11,0,4,Where Is My Friend's House?,3,0.0
-1,1599,74,0,18435,11,2,4,Leif,0,0.0
-1,1398,19,4,10785,11,1,4,Law of Desire,3,0.0
-1,621,17,3,14160,11,1,4,Malone,2,0.0
-1,1023,17,3,7041,11,0,4,Pathfinder,3,0.0
-1,3032,17,4,20633,11,1,4,Prince of Darkness,2,4.73
22,2532,11,4,3926,11,1,4,A Chinese Ghost Story,3,0.0
-1,3798,17,4,8329,11,1,4,Street Smart,1,0.0
-1,2384,17,0,5332,11,2,4,Weeds,0,0.0
-1,2384,17,3,13216,11,1,4,The Whales of August,3,0.0
21,368,11,3,3926,11,2,4,A Better Tomorrow II,3,0.0
-1,2219,38,0,15741,11,0,4,Ashik Kerib,1,0.0
-1,435,17,3,21656,11,2,4,The Bourne Identity,2,0.0
-1,2889,17,2,2356,11,1,4,Cannibal Women in the Avocado Jungle of Death,0,0.0
-1,865,15,4,21890,11,2,4,Cobra Verde,2,0.0
-1,1845,17,3,-1,11,1,4,Comic Book Confidential,2,0.0
-1,2384,17,3,14160,11,2,4,Dominick and Eugene,2,0.0
-1,3028,17,3,-1,11,1,4,Jack's Back,1,0.0
-1,1501,17,4,3806,11,0,4,Killer Klowns from Outer Space,1,0.0
-1,2703,17,4,20279,11,1,4,Moonwalker,1,0.0
-1,1093,12,4,3649,11,0,4,Alice,3,0.0
-1,2384,17,2,3641,11,2,4,Pascali's Island,1,0.0
-1,1681,17,4,6255,11,1,4,Prison,2,0.27
-1,2384,17,2,13279,11,1,4,Split Decisions,1,0.0
-1,2699,17,0,6559,11,0,4,Tales from the Gimli Hospital,3,0.0
-1,2384,16,3,14455,11,2,4,Landscape in the Mist,3,0.0
-1,1599,24,3,11755,11,1,4,Life Is a Long Quiet River,2,0.0
-1,2116,17,4,1585,11,2,4,A World Apart,1,0.0
-1,2810,17,1,13546,11,0,4,Common Threads: Stories from the Quilt,3,0.0
-1,1053,36,4,18199,11,2,4,Kiki's Delivery Service,3,2.63
-1,1715,17,2,-1,11,0,4,Monsieur Hire,3,0.0
-1,3561,17,4,3584,12,1,4,Moon 44,0,0.0
-1,2116,36,1,18890,11,2,4,Rikyu,3,0.0
-1,2384,17,2,-1,11,1,4,Speaking Parts,1,0.0
-1,1772,17,3,8495,12,2,4,Prime Suspect,3,0.0
-1,1607,36,3,2092,12,1,4,Boiling Point,2,0.0
-1,2596,17,3,14913,12,1,4,Almost an Angel,1,0.0
-1,3241,17,1,8351,11,2,4,Black Rainbow,2,0.0
-1,1523,17,4,9446,12,0,4,Cry-Baby,2,0.75
-1,3798,11,3,8382,12,2,4,Bullet in the Head,3,0.0
-1,67,17,2,20124,12,1,4,Downtown,1,0.0
-1,1501,17,4,11143,12,0,4,Frankenhooker,1,0.08
-1,2384,17,2,22478,12,1,4,The Garden,3,0.0
-1,1426,17,3,20829,12,0,4,Ghost Dad,0,0.0
-1,621,17,4,21816,12,1,4,Hard to Kill,1,4.74
-1,2277,17,4,20767,12,2,4,Havana,1,0.23
-1,895,17,2,21490,12,1,4,Shipwrecked,2,0.0
-1,1408,17,3,-1,12,0,4,I Hired a Contract Killer,3,0.0
-1,2277,87,3,3788,12,1,4,Ju Dou,3,0.0
-1,2006,17,3,7873,12,2,4,The Krays,1,0.0
-1,621,17,3,20710,12,2,4,Lionheart,1,4.01
-1,589,17,4,20905,12,1,4,Narrow Margin,1,0.0
-1,1647,22,3,10271,12,1,4,Close-Up,3,0.0
-1,1599,17,3,8805,12,0,4,Nuns on the Run,1,0.0
952,230,36,3,18177,11,1,4,Patlabor: The Movie,2,0.0
-1,2205,17,3,1804,12,1,4,The Reflecting Skin,2,0.0
-1,1408,17,2,14483,12,1,4,Riff-Raff,2,0.0
-1,1900,17,4,14154,12,2,4,State of Grace,2,0.0
-1,1408,24,3,11118,12,2,4,Auntie Danielle,2,0.0
-1,3980,34,0,6178,11,2,4,Time to Kill,1,0.0
-1,2000,17,3,9510,12,1,4,"Welcome Home, Roxy Carmichael",2,0.0
1496,1814,17,2,-1,12,2,4,35 Up,3,0.0
1650,1699,11,4,12195,12,1,4,Days of Being Wild,3,0.0
-1,2384,17,2,5434,12,1,4,Across the Tracks,1,0.0
154,2699,17,3,19216,12,0,4,Begotten,0,0.0
-1,2116,87,0,-1,12,2,4,Life on a String,3,0.0
-1,2384,17,4,16308,12,1,4,Cadence,2,0.0
-1,2384,17,2,9446,12,1,4,Closet Land,2,0.06
-1,1772,17,0,4042,12,1,4,Delusion,0,0.0
-1,248,17,3,7897,12,0,4,Dollman,1,0.0
-1,1599,17,4,19975,12,2,4,Dutch,2,0.27
-1,2360,17,3,21816,12,1,4,Guilty by Suspicion,1,0.0
-1,1845,17,3,987,12,1,4,Hearts of Darkness: A Filmmaker's Apocalypse,3,0.0
-1,1599,17,3,6801,12,1,4,High Strung,1,0.0
-1,2026,17,4,3897,12,1,4,Homicide,1,0.0
-1,1599,34,4,3484,12,1,4,Johnny Stecchino,3,0.0
-1,3235,17,4,20711,12,1,4,A Kiss Before Dying,1,0.0
-1,1249,11,3,5542,12,1,4,Riki-Oh: The Story of Ricky,2,0.0
-1,2026,17,4,7211,12,2,4,Light Sleeper,1,0.0
-1,1313,17,0,9844,12,1,4,The Linguini Incident,3,0.0
802,2595,17,3,8264,12,1,4,Mannequin Two: On the Move,0,0.29
-1,1135,36,4,18202,12,2,4,Only Yesterday,3,0.0
-1,1398,17,2,20937,12,2,4,Once Around,1,0.0
-1,1408,17,3,21816,12,2,4,Other People's Money,2,0.0
-1,592,17,4,21673,12,1,4,Out for Justice,1,2.83
-1,2092,17,2,750,12,2,4,Prospero's Books,2,0.0
-1,3259,17,4,15017,12,2,4,Quigley Down Under,2,0.0
-1,2000,17,1,22154,12,0,4,Rubin and Ed,3,0.0
-1,2277,17,2,20822,12,0,4,Shout,0,0.0
-1,-1,74,0,-1,12,0,4,Stinsen brinner... filmen alltså,1,0.0
-1,368,17,3,18090,12,1,4,Stone Cold,1,0.0
-1,2384,17,0,7293,12,1,4,Strangers in Good Company,3,0.0
-1,1398,17,1,980,12,0,4,Surviving Desire,3,0.0
-1,2257,24,3,-1,12,2,4,All the Mornings of the World,2,0.0
-1,2831,65,1,12904,12,2,4,Assassin of the Tsar,2,0.0
-1,2060,17,4,21572,12,0,4,Wild Hearts Can't Be Broken,3,0.0
-1,2019,17,3,21423,12,2,4,Prime Suspect 2,3,0.0
-1,1814,17,2,-1,12,0,4,Aileen Wuornos: The Selling of a Serial Killer,3,0.0
129,148,17,2,19703,12,0,4,Barbarian Queen II: The Empress Strikes Back,0,0.0
-1,573,17,4,9955,12,1,4,Captain America,0,0.0
-1,62,11,4,8365,12,2,4,City Hunter,2,0.0
-1,1408,64,1,14961,12,2,4,The Oak,1,0.0
-1,2384,17,0,8686,12,2,4,Citizen Cohn,3,0.0
-1,2384,17,2,19557,12,2,4,Crossing The Bridge,2,0.0
-1,273,17,3,12379,12,1,4,Diggstown,2,0.28
-1,1502,17,3,21816,12,2,4,Innocent Blood,2,0.0
-1,1552,17,3,21064,12,1,4,Johnny Suede,0,0.0
-1,1265,36,4,18202,12,1,4,Porco Rosso,3,0.0
-1,2384,34,2,15931,12,2,4,The Stolen Children,3,0.0
-1,1445,17,3,14913,12,1,4,LadyBugs,1,0.0
-1,2222,17,3,16164,12,2,4,The Mambo Kings,1,0.0
-1,3770,17,3,15109,12,2,4,Night and the City,1,0.0
-1,1408,87,3,-1,12,1,4,The Story of Qiu Ju,3,0.0
-1,2271,17,4,20082,12,2,4,Shining Through,2,0.0
-1,94,17,3,21333,12,1,4,Sidekicks,0,0.0
-1,1599,73,1,1694,12,2,4,Tito and Me,3,0.0
-1,2277,24,3,14165,12,2,4,A Heart in Winter,3,0.0
-1,1845,17,0,-1,12,1,4,Visions of Light,3,0.0
-1,643,11,3,6903,12,2,4,New Dragon Gate Inn,3,0.0
702,865,22,2,10271,12,1,4,Life and Nothing More...,3,0.0
596,1599,74,2,5202,12,2,4,House of Angels,1,0.0
763,2383,17,2,-1,12,2,4,Return to Lonesome Dove,2,0.0
69,621,17,2,3260,12,1,4,American Ninja 5,0,0.0
-1,2150,17,3,3863,12,2,4,The Baby of Mâcon,3,0.0
-1,1715,17,4,1662,12,2,4,Bad Boy Bubby,3,0.0
1266,930,11,3,11958,12,1,4,The Bride with White Hair,2,0.0
-1,1408,17,3,8686,12,2,4,Barbarians at the Gate,2,0.0
-1,1398,17,1,6085,12,0,4,Calendar,3,0.0
287,181,17,3,19735,12,1,4,Cyborg 2,0,0.0
-1,-1,17,0,-1,12,1,4,Deadly Advice,0,0.0
1380,649,17,3,-1,12,1,4,The Legend II,2,0.0
463,616,17,4,21224,12,1,4,Fortress,1,0.84
-1,3193,87,0,5956,12,2,4,The Puppetmaster,2,0.0
-1,658,17,1,4570,12,1,4,Josh and S.A.M.,0,0.08
-1,3066,17,2,-1,12,2,4,Latcho Drom,2,0.0
739,763,17,1,-1,12,1,4,Leningrad Cowboys Meet Moses,2,0.0
-1,2421,17,3,13473,12,0,4,Mr. Nanny,0,0.0
-1,3303,17,2,12721,12,1,4,The Night We Never Met,1,0.0
1431,3561,17,2,19744,12,1,4,Philadelphia Experiment II,0,0.0
-1,1408,17,2,8686,12,1,4,The Positively True Adventures of the Alleged Texas Cheerleader Murdering Mom,2,0.0
136,1408,17,2,12625,12,1,4,The Snapper,2,0.0
-1,368,36,4,2093,12,1,4,Sonatine,3,0.0
-1,1599,17,3,20805,12,0,4,Splitting Heirs,0,0.0
-1,270,17,3,8362,12,1,4,Tai-Chi Master,3,0.0
-1,1398,17,3,13451,12,2,4,Three of Hearts,0,0.0
-1,833,17,4,10775,12,2,4,The Stand,2,0.0
1559,2384,15,3,21864,12,1,4,71 Fragments of a Chronology of Chance,3,0.0
874,362,11,3,8358,12,1,4,Naked Killer,1,0.0
-1,2976,17,1,7897,12,0,4,Dark Angel: The Ascent,0,0.0
299,179,17,3,16253,12,1,4,Darkman II: The Return of Durant,0,0.0
-1,3028,17,3,13400,12,1,4,Embrace of the Vampire,0,0.0
-1,1202,15,3,1053,12,0,4,Felidae,2,0.0
-1,1552,17,1,7845,12,1,4,Floundering,1,0.0
-1,1599,17,3,19494,12,0,4,Freaked,1,0.0
-1,1715,17,0,978,12,1,4,Golden Gate,0,0.0
-1,643,17,4,5999,12,2,4,Fist of Legend,3,0.0
-1,3316,17,0,14377,12,1,4,Paperback Romance,2,0.0
-1,22,36,3,2068,12,2,4,Macross Plus: Movie Edition,3,0.0
794,1599,17,4,21759,12,2,4,Major League II,1,0.0
-1,1438,17,3,5098,12,1,4,My Father the Hero,1,0.0
-1,1552,23,1,14406,12,0,4,"Take Care of Your Scarf, Tatiana",3,0.0
997,3032,17,3,11412,12,0,4,Pumpkinhead II: Blood Wings,0,0.0
-1,1770,24,3,17459,12,2,4,A Pure Formality,3,0.0
-1,1480,17,2,2372,12,1,4,Staggered,1,0.0
-1,1911,87,3,8362,12,1,4,The Defender,2,0.0
-1,2184,17,4,10776,12,2,4,The Langoliers,1,0.0
-1,2857,17,1,-1,12,1,4,Blood & Donuts,0,0.0
518,353,36,2,-1,12,2,4,Gonin,3,0.0
-1,-1,17,0,-1,12,1,4,Kivenpyörittäjän kylä,2,0.0
-1,983,17,3,16975,12,2,4,Last of the Dogmen,3,0.0
-1,1123,36,4,18197,12,2,4,Whisper of the Heart,3,0.0
-1,3192,17,2,7872,12,1,4,The Passion of Darkly Noon,2,0.0
-1,330,11,4,97,12,1,4,High Risk,1,0.0
1173,1044,36,4,17748,12,1,4,Street Fighter II: The Animated Movie,2,0.0
-1,1845,17,3,-1,12,1,4,Trinity And Beyond: The Atomic Bomb Movie,3,0.0
-1,1396,17,4,19782,12,2,4,Tromeo & Juliet,1,0.0
-1,1484,17,4,1712,12,1,4,Cannibal! The Musical,2,0.0
1201,1398,24,3,11046,12,2,4,A Summer's Tale,3,0.0
-1,1845,17,2,-1,12,0,4,Fetishes,1,0.0
-1,1599,11,3,17999,12,1,4,The God of Cookery,3,0.0
643,2684,17,4,12851,12,0,4,Jack Frost,1,0.0
1360,3804,74,3,7153,12,2,4,The Hunters,2,0.0
45,2384,23,3,17929,12,1,4,Drifting Clouds,3,0.0
-1,1408,17,3,9133,12,1,4,The Late Shift,1,0.0
-1,2376,73,3,15912,12,2,4,"Pretty Village, Pretty Flame",3,0.0
-1,1398,17,2,10932,12,1,4,My Man,2,0.0
-1,368,17,4,14229,12,1,4,No Way Back,0,0.0
-1,2384,17,1,14080,12,1,4,No Way Home,3,0.0
999,348,14,4,2038,12,2,4,Pusher,2,0.0
-1,131,17,4,12739,12,1,4,Robinson Crusoe,1,0.0
-1,2384,23,1,10755,12,1,4,Freakin' Beautiful World,3,0.0
-1,284,17,2,19777,12,2,4,Sgt. Kabukiman N.Y.P.D.,2,0.0
-1,2264,17,2,-1,12,2,4,Earth,3,0.0
-1,3598,17,4,12312,12,2,4,Emma,2,0.0
-1,621,17,0,-1,12,1,4,American Perfekt,0,0.0
166,1599,17,0,-1,12,0,4,Bikini Summer III: South Beach Heat,0,0.0
-1,2277,17,3,20568,12,2,4,The Boxer,2,0.0
-1,2384,17,4,-1,12,2,4,The Brave,1,0.0
1283,2384,17,2,-1,12,0,4,Cremaster 5,2,0.0
-1,621,17,2,-1,12,1,4,Executive Target,1,0.0
-1,1711,17,3,1873,12,2,4,Face,1,0.0
-1,2699,17,3,9762,12,1,4,Snow White: A Tale of Terror,1,0.0
-1,2384,17,4,7205,12,0,4,Gummo,2,0.0
542,621,74,3,12964,12,2,4,Hamilton,1,0.0
-1,1408,17,1,7962,12,1,4,Chicago Cab,1,0.0
-1,1715,17,1,1655,12,1,4,Kiss or Kill,0,0.0
-1,2150,3,1,13969,12,2,4,Destiny,3,0.0
-1,87,17,4,7177,12,2,4,Mean Guns,1,0.0
-1,411,17,1,-1,12,2,4,Men with Guns,2,0.0
-1,3849,24,3,5304,12,2,4,Nirvana,2,0.0
-1,621,19,3,11452,12,2,4,Dance with the Devil,2,0.0
-1,3200,17,2,1470,12,2,4,Photographing Fairies,1,0.0
-1,1655,36,1,-1,12,2,4,Postman Blues,2,0.0
-1,3028,24,3,-1,12,1,4,Quicksilver Highway,0,0.0
-1,1312,24,1,16414,12,2,4,The Swindle,2,0.0
-1,3920,17,2,2311,12,2,4,Safe House,1,0.0
-1,1845,17,1,17434,12,1,4,"Sick: The Life and Death of Bob Flanagan, Supermasochist",1,0.0
1383,1147,17,4,21557,12,0,4,The Lion King 2: Simba's Pride,2,0.0
-1,1552,17,1,12735,12,1,4,Wishful Thinking,1,0.0
-1,1804,17,3,9422,12,2,4,From the Earth to the Moon,3,0.0
-1,566,17,4,3042,12,1,4,Beowulf,0,0.08
477,4052,17,3,285,12,1,4,From Dusk Till Dawn 3: The Hangman's Daughter,0,0.0
-1,2384,17,3,15340,12,2,4,The Interview,2,0.0
-1,2831,17,4,1827,12,0,4,RKO 281,2,0.0
477,1610,17,4,285,12,0,4,From Dusk Till Dawn 2: Texas Blood Money,0,0.0
1544,1313,19,3,2951,12,1,4,"Torrente, the Dumb Arm of the Law",2,0.0
-1,1552,57,0,-1,12,1,4,Koko Flanel,1,0.0
-1,1408,17,1,9910,13,2,4,Bruno,3,0.0
-1,2177,17,3,19743,12,1,4,Dead Man's Curve,1,0.0
-1,587,36,2,-1,12,1,4,Fudoh: The New Generation,3,0.0
-1,2277,17,4,8689,12,2,4,Gia,2,0.0
-1,1871,17,3,15648,12,0,4,Thursday,3,0.0
-1,2630,58,3,16735,12,2,4,Sophie's World,1,0.0
-1,1845,17,2,-1,9,0,4,Wavelength,2,0.0
-1,655,11,4,8376,12,2,4,Who Am I?,2,0.0
1373,2971,14,1,22399,12,2,4,The Kingdom II,2,0.0
-1,836,17,4,8758,12,2,4,Merlin,1,0.0
-1,2384,17,3,8491,12,1,4,Rogue Trader,1,0.0
-1,3627,17,4,9141,12,1,4,Breast Men,0,0.0
-1,368,17,4,19731,12,1,4,A Murder of Crows,1,0.0
1579,1607,15,3,17192,12,2,4,"Bang, Boom, Bang",3,0.0
139,1032,17,3,5085,12,0,4,Batman & Mr. Freeze: SubZero,3,0.0
-1,1405,17,3,9141,12,2,4,The Pentagon Wars,2,0.0
-1,1845,17,0,-1,12,0,5,A Place Called Chiapas,3,0.26
-1,1312,17,4,3021,12,2,4,Two Hands,2,0.0
-1,3545,17,3,-1,12,0,4,Brave New World,2,0.0
37,1425,17,4,16792,12,1,4,Addams Family Reunion,0,0.0
-1,1853,17,2,-1,12,0,4,Thick as Thieves,1,0.0
-1,2277,24,1,8891,12,1,4,Set Me Free,2,0.0
-1,2384,17,2,11759,12,1,4,Claire Dolan,1,0.0
-1,2936,36,2,17330,9,1,4,Jigoku,1,0.0
-1,1831,17,0,-1,12,1,4,The Smashing Pumpkins: Vieuphoria,0,0.0
-1,3194,24,1,7740,12,1,4,The Class Trip,1,0.0
-1,2384,11,2,17337,12,2,4,Flowers of Shanghai,3,0.0
-1,2084,87,1,8886,12,1,4,The Hole,3,0.0
-1,1408,65,1,3038,12,1,4,Of Freaks and Men,1,0.0
-1,1599,15,1,-1,12,0,4,Das merkwürdige Verhalten geschlechtsreifer Großstädter zur Paarungszeit,2,0.0
-1,2531,17,1,16623,12,1,4,Purgatory,0,0.0
-1,3303,23,1,-1,12,0,4,Juha,2,0.0
719,459,36,4,19457,10,1,4,Lady Snowblood,3,0.0
-1,1919,23,1,17710,12,2,4,The Tough Ones,2,0.0
-1,621,17,3,8729,13,1,4,Takedown,2,0.0
-1,2205,14,3,10265,12,1,4,Bleeder,3,0.0
-1,2277,28,3,21060,12,2,4,Dil Se..,2,2.5
-1,621,36,0,18621,10,0,4,The Bodyguard,0,0.0
-1,2527,24,4,15816,13,1,4,Vidocq,1,0.0
-1,2116,17,0,-1,13,0,4,Molokai: The Story of Father Damien,0,0.0
-1,1711,24,4,6747,9,2,4,Le Samouraï,3,0.0
216,2699,17,4,1640,12,1,4,Candyman: Day of the Dead,0,0.0
-1,2970,17,3,-1,12,1,4,The 4th Floor,1,0.0
-1,3062,23,0,-1,12,0,4,A Long Hot Summer,2,0.0
1183,232,17,3,5088,12,0,4,The Batman Superman Movie: World's Finest,3,0.0
407,1137,36,4,18642,12,0,4,The End of Evangelion,3,0.0
-1,-1,23,0,-1,13,2,4,The Life of Aleksis Kivi,3,0.0
-1,1599,17,2,-1,13,2,4,He Died with a Felafel in His Hand,3,0.0
-1,2277,28,4,-1,12,2,4,Kuch Kuch Hota Hai,3,10.0
-1,1845,17,2,-1,11,1,4,Document of the Dead,3,0.0
-1,1398,24,3,3161,12,2,4,Venus Beauty Institute,1,0.0
-1,3214,17,3,16558,13,1,4,Cherry Falls,0,0.0
469,1291,17,1,19042,12,1,4,Freeway II: Confessions of a Trickbaby,1,0.0
-1,3114,17,3,-1,12,0,4,Joseph and the Amazing Technicolor Dreamcoat,2,0.0
-1,3065,17,2,15686,11,0,4,Style Wars,3,0.0
-1,768,15,4,22197,13,1,4,In July,3,0.0
-1,2150,17,3,-1,12,2,4,Joan of Arc,2,0.0
695,2538,24,4,10912,12,0,4,Kirikou and the Sorceress,3,0.0
-1,2384,36,2,10557,12,1,4,After the Rain,3,0.0
1439,2698,17,4,-1,13,2,4,The Prophecy 3: The Ascent,1,0.0
1209,250,24,4,419,13,0,4,Taxi 2,2,0.0
-1,3729,17,2,18747,12,1,4,Pups,2,0.0
930,1599,65,3,10440,12,1,4,Peculiarities of the National Fishing,2,0.0
-1,1476,17,2,2355,13,0,4,Cut,0,0.0
-1,2255,27,0,11771,12,2,4,Kadosh,2,0.0
-1,1770,17,4,8492,13,1,4,Essex Boys,1,0.0
-1,1586,17,3,-1,13,1,4,Picking Up the Pieces,0,0.0
-1,-1,17,0,-1,13,2,4,Badding,0,0.0
-1,2000,23,0,22287,11,0,4,The Wedding Waltz,3,0.0
-1,3066,17,3,-1,12,1,4,Meeting People Is Easy,3,0.0
282,2271,17,3,14095,13,0,4,Cruel Intentions 2,0,0.0
-1,1303,36,0,-1,12,2,4,Adrenaline Drive,3,0.0
-1,2384,24,2,15520,12,2,4,Humanité,2,0.0
-1,1861,17,2,-1,13,1,4,Beautiful Joe,1,0.0
-1,1599,17,1,-1,12,0,4,The Underground Comedy Movie,0,0.0
-1,1552,17,2,-1,13,0,4,The Shrink Is In,1,0.0
-1,2360,36,1,13636,12,2,4,Charisma,1,0.0
1251,1599,17,3,20937,12,0,4,Guest House Paradiso,2,0.0
-1,2384,17,0,-1,13,1,4,Swimming,1,0.0
612,3367,17,3,18749,13,1,4,If These Walls Could Talk 2,2,0.0
-1,1165,17,2,19673,13,0,4,The Trumpet Of The Swan,1,0.0
-1,743,17,3,-1,13,2,4,The 10th Kingdom,3,0.0
26,1151,17,4,21594,13,0,4,An Extremely Goofy Movie,1,0.0
-1,2384,22,2,11760,12,2,4,The Wind Will Carry Us,3,0.0
-1,2277,24,3,6761,13,1,4,Water Drops on Burning Rocks,2,0.0
-1,4042,17,2,21133,13,1,4,The Tracker,2,0.0
1650,2653,87,4,14458,13,2,4,2046,3,1.61
-1,3215,17,3,18169,13,1,4,Bruiser,1,0.0
-1,2196,17,2,4967,13,0,4,Taboo,0,0.0
-1,2116,17,0,-1,12,1,4,Crane World,2,0.0
1283,2384,17,1,-1,12,0,4,Cremaster 2,1,0.0
1050,1900,11,3,-1,12,1,4,Running Out of Time,3,0.0
1508,1599,17,1,19236,13,1,4,The Wog Boy,2,0.0
-1,3920,11,2,-1,12,0,4,Century of the Dragon,3,0.0
-1,2970,17,3,7416,13,2,4,Chasing Sleep,2,0.0
-1,3032,17,2,-1,13,1,4,The Stepdaughter,0,0.0
-1,3222,17,2,9488,13,1,4,Possible Worlds,1,0.0
-1,3028,19,3,6995,12,1,4,The Nameless,0,0.0
-1,2316,60,1,3218,12,2,4,The Debt,2,0.0
1318,1772,36,3,-1,10,0,4,Female Prisoner #701: Scorpion,3,0.0
1318,348,36,2,19387,10,1,4,Female Prisoner Scorpion: Jailhouse 41,3,0.0
-1,1408,17,2,-1,13,0,4,Bartleby,1,0.0
-1,-1,17,0,10094,12,1,4,Night of the Day of the Dawn of the Son of the Bride Part 2: In Shocking 2-D,1,0.0
-1,3428,23,3,17710,13,2,4,Restless,1,0.0
-1,1872,17,3,-1,13,1,4,Shiner,1,0.0
140,1165,17,4,5085,13,0,4,Batman Beyond: Return of the Joker,3,0.0
-1,2384,24,0,-1,13,2,4,Roberto Succo,2,0.0
-1,2111,87,2,4883,13,0,4,Suzhou River,2,0.0
-1,1312,78,2,18983,12,2,4,6ixtynin9,3,0.0
-1,3182,36,4,14001,12,2,4,Audition,2,0.0
-1,1354,17,2,-1,13,0,4,The Nine Lives of Tomas Katz,3,0.0
-1,1804,17,1,-1,13,0,4,For Love or Country: The Arturo Sandoval Story,2,0.0
-1,2810,15,2,3691,13,0,4,Paragraph 175,0,0.0
-1,2277,28,3,21004,13,2,4,Devdas,3,0.0
830,2995,17,3,13226,13,0,4,Mimic 2,0,0.0
-1,1273,36,2,-1,13,1,4,Monday,3,0.0
946,1845,17,2,4971,13,2,4,Paradise Lost 2: Revelations,3,0.0
-1,3032,17,3,-1,13,1,4,Dark Prince: The True Story of Dracula,2,0.0
-1,1845,17,0,-1,13,0,4,Sound and Fury,1,0.0
-1,1681,17,3,4949,13,1,4,The Hole,2,0.0
-1,2277,17,4,7228,13,2,4,The Sleeping Dictionary,2,0.0
-1,435,17,2,-1,13,1,4,When Strangers Appear,1,0.0
-1,1166,36,3,18645,12,0,4,Revolutionary Girl Utena: The Movie,3,0.0
-1,1552,17,3,10927,13,1,4,Speaking of Sex,1,0.0
-1,1552,17,3,-1,13,1,4,Good Advice,1,0.0
-1,1976,11,2,-1,13,1,4,Needing You...,1,0.0
-1,2092,17,4,22118,13,2,4,The Mists of Avalon,2,0.0
-1,3201,36,3,13998,13,1,4,Spiral,1,0.0
-1,-1,60,0,-1,13,0,4,The Big Animal,3,0.0
